blood_bank_id,blood_bank_name,address,district,state_name,state_code,hospital_type,phones,emails,bank_total_units,is_online,stock_last_updated,first_seen,last_seen
283750,Amma Blood Centre,"d.No 11-4-11/1, Kailash Nagar, Kanithi Road,Gajuwaka,visakha, Visakhapatnam, Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,28,Charitable/Vol,9849993672,gllkiran21@gmail.com,333,True,2026-06-06 10:31:33,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
283867,Aapadbandhu Blood Centre Chirala,"DNO 21-1-190, 1st Floor, Chirala Prakasam A.P, Chirala, Bapatla, Andhra Pradesh",Bapatla,Andhra Pradesh,28,Charitable/Vol,9121976191; 1234567890,aapadbandhubbchirala@gmail.com,21,True,2026-06-06 10:31:33,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
280932,Area Hospital Blood Centre Bapatla,"Area Hospital. 13th ward, Satyanarayanapuram, Bapatla, BAPATLA, Bapatla, Andhra Pradesh",Bapatla,Andhra Pradesh,28,Govt.,9989742355,bapatlabloodbank@gmail.com,7,True,2026-06-06 10:31:29,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
283789,Buddala Nagaratnam Memorial Voluntary Blood Bank,"D No. 6-1-12/1, Opp.Swarna Sai Mandir, Near Yerra Vantena,, OPP.SWARNA SAI MANDIR,NEAR YERRA VANTENA AMALAPURAM, Amalapuram, Dr. B. R. Ambedkar Konaseema, Andhra Pradesh",Dr. B. R. Ambedkar Konaseema,Andhra Pradesh,28,Charitable/Vol,9295558455; 1234567890,bnrbbamp@gmail.com,14,True,2026-06-06 10:31:10,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
2884,Lions Club Of Visakhapatnam Blood Centre Trust,"D.No. 10-54-7, Lions Community Hall, Ram Nagar, Visakhapatnam, Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,28,Private,6309552515,lionsbloodbankvsp@gmail.com,109,True,2026-06-06 10:29:03,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
284681,Bsu Chc Allur,"Allur, , Allur, Sri Potti Sriramulu Nellore, Andhra Pradesh",Sri Potti Sriramulu Nellore,Andhra Pradesh,28,Govt.,,,1,True,2026-06-06 10:27:38,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
284337,Apadbandhu Voluntary Blood Center Palakol,"D.No: 2-218/1, 1st floor, Lalitha Ganesh Complex, Near Bajaj, Palakol, West Godavari, Andhra Pradesh",West Godavari,Andhra Pradesh,28,Private,7816000234; 7816000245,apadbandhubloodcenter@gmail.com,94,True,2026-06-06 10:25:09,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
28129,Dr.pattabhi Red Cross Blood Bank,"Opp.S.P Bunglaw,Paraspet,Kennedy Road, Machilipatnam, Krishna, Andhra Pradesh",Krishna,Andhra Pradesh,28,Red Cross ,8019905940,drprcbloodbankmtm@gmail.com,8,True,2026-06-06 10:24:57,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
282656,New Life Blood Centre Kurnool,"P.no.104&105, 3rd floor,KLR Buildings,Gayathri Estate,Kurnoo, Kurnool, Kurnool, Andhra Pradesh",Kurnool,Andhra Pradesh,28,Private,9985118535,newlifebloodbankkurnool@gmail.com,277,True,2026-06-06 10:22:19,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
282823,Bsu Chc Sompeta,"Sompeta, , Srkakulam (Rural), Srikakulam, Andhra Pradesh",Srikakulam,Andhra Pradesh,28,Govt.,,,3,True,2026-06-06 10:21:29,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
284556,Deepu Blood Centre Hindupur,"D.No 4-5-687/7-1, Lepakshi, Chaitanya Nagar, Hindupur, Hindupur, Sri Sathya Sai, Andhra Pradesh",Sri Sathya Sai,Andhra Pradesh,28,Charitable/Vol,6303569024,deepubloodcenterhdp@gmail.com,67,True,2026-06-06 10:21:15,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
284220,Dr Jawahara Blood Center,"D.No. 2/59/A, 5th floor,Near RTC Bus stop ,Main road Chimaku, Chimakurthy, Prakasam, Andhra Pradesh",Prakasam,Andhra Pradesh,28,Private,8431219999,drjawaharbloodcenter@gmail.com,20,True,2026-06-06 10:21:09,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
2829,District Hospital Blood Centre Chittoor,"1st Floor, District Head Quarter Hospital Premises, Market Street , Chittoor ., Chittoor, Chittoor, Andhra Pradesh",Chittoor,Andhra Pradesh,28,Govt.,9966234593; 1234567890,bloodbankctr1@gmail.com,65,True,2026-06-06 10:20:55,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
285308,Smile Blood Centre,"Vijayawada, Vijayawada, NTR, Andhra Pradesh",Ntr,Andhra Pradesh,28,Charitable/Vol,9963799994; 1234567890,smilebloodcentre@gmail.com,33,True,2026-06-06 10:20:38,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
280916,Government General Hospital Blood Centre Adoni,"near gosha hospital road, Adoni, Kurnool district, Adoni, Kurnool, Andhra Pradesh",Kurnool,Andhra Pradesh,28,Govt.,9966429226,adnmsgovt.hospital@gmail.com,23,True,2026-06-06 10:19:43,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
282646,Deepu Blood Centre Ananthapur,"Deepu Blood Centre, 12-2-946, Sainagar 2nd cross, opp to SBI main branch, Ananta, Anantapur, Ananthapuramu, Andhra Pradesh",Ananthapuramu,Andhra Pradesh,28,Private,7989152443,deepubloodbank@gmail.com,593,True,2026-06-06 10:19:03,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
281322,Bsu Chc Macherla,"Macherla, , MACHERLA, Palnadu, Andhra Pradesh",Palnadu,Andhra Pradesh,28,Govt.,,,7,True,2026-06-06 10:18:56,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
282635,First Blood Centre,"Opposite kgh OP gate, Haritha sapthagiri plaza, Visakhapatnam, Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,28,Charitable/Vol,9141461111,firstbloodbankvskp@gmail.com,163,True,2026-06-06 10:17:45,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
2817,Aswini Hospital Blood Centre,"Ground Floor, Aswini Hospital Premises, TTD, Tirumala, Tirupati, Andhra Pradesh",Tirupati,Andhra Pradesh,28,Private,9000497028,bbahttdtml@gmail.com,9,True,2026-06-06 10:17:41,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
28142,Indian Red Cross Society Blood Bank Chittoor,"Dist.Govt.Hqrs.Hospital Campus,Chittoor, Chittoor, Chittoor, Chittoor, Andhra Pradesh",Chittoor,Andhra Pradesh,28,Red Cross ,8019383106,ircsbbchittoor@gmail.com,1,True,2026-06-06 10:17:12,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
2930,Gsl Trust Blood Centre,"C/oGodavari Scan Centre,46-13-31,First Floor, Near Gandhi P, Rajahmundry, East Godavari, Andhra Pradesh",East Godavari,Andhra Pradesh,28,Charitable/Vol,9492031493; 1234567890,swatantrabbrjy@gmail.com,192,True,2026-06-06 10:16:58,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
283774,Sanjeevani Voluntary Blood Centre Rajamahendravaram,"D.no.46-23-16,2nd floor, Ganuga street danavaipeta rajamahendravaram, Rajamahendravaram 9852673333, East Godavari, Andhra Pradesh",East Godavari,Andhra Pradesh,28,Charitable/Vol,9852673333; 1234567890,sanjeevanibloodcentre.rjy@gmail.com,48,True,2026-06-06 10:15:36,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
281323,Bsu Ah Sattenapalli,"Sattenapalli, , SATTENAPALLI, Palnadu, Andhra Pradesh",Palnadu,Andhra Pradesh,28,Govt.,,,5,True,2026-06-06 10:15:24,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
28112,Indian Red Cross Society Blood Bank Ongole,"Santhapeta Station Road Ongole, Ongole, Prakasam, Andhra Pradesh",Prakasam,Andhra Pradesh,28,Red Cross ,7093009699,ircsongole@gmail.com,56,True,2026-06-06 10:11:49,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
284097,Sri Abhaya Blood Center,"Dno:2-34-11/3,near saibaba temple,perrajupeta,anand theater , Kakinada, Kakinada, Andhra Pradesh",Kakinada,Andhra Pradesh,28,Private,9703449107,sriabhayabloodcenter@gmail.com,256,True,2026-06-06 10:11:46,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
2806,District Hospital Blood Centre Proddatur,"APVVP Area Hospital Blood Bank Premises, Ground Floor, Proddatur, Proddutur, Y.S.R., Andhra Pradesh",Y.S.R.,Andhra Pradesh,28,Govt.,9494808205,mobb.pdtr@gmail.com,79,True,2026-06-06 10:10:53,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
28108,Rotary Blood Bank Visakhapatnam,"Visakhapatnam, Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,28,Charitable/Vol,9849193503,rotarybloodbankvsp@gmail.com,8,True,2026-06-06 10:09:08,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
281707,Bsu Ah Cheepurupalli,"Cheepurupalli, , CHEEPURPALLI, Vizianagaram, Andhra Pradesh",Vizianagaram,Andhra Pradesh,28,Govt.,,,3,True,2026-06-06 10:09:08,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
282639,Sunrise Voluntary Blood Centre,"M/s.Sunrise Voluntary Blood Bank,( A Division of Mother Ther, Jangareddygudem, Eluru, Andhra Pradesh",Eluru,Andhra Pradesh,28,Charitable/Vol,9000963508,sunrisevoluntarybloodbank@gmail.com,78,True,2026-06-06 10:08:55,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
283802,Sanjeevani Voluntary Blood Centre Gajuwaka,"D.No 26-50-5/1 Kanithi Road, Chinagantyada, Gajuwaka, VSKP, Gajuwaka, Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,28,Charitable/Vol,9349349696; 1234567890,svbb.gwk@gmail.com,28,True,2026-06-06 10:08:19,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
281471,Bsu Chc Atmakur,"atmakuru , , ATMAKUR, Nandyal, Andhra Pradesh",Nandyal,Andhra Pradesh,28,Govt.,,,1,True,2026-06-06 10:08:15,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
281474,Bsu Ah Banaganapalli,"Banaganapalli, , BANAGANAPALLI, Nandyal, Andhra Pradesh",Nandyal,Andhra Pradesh,28,Govt.,,,4,True,2026-06-06 10:07:37,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
2858,Government General Hospital Blood Centre Markapuram,"NEAR GUNDLAKAMMA BRIDGE, CUMBUM ROAD, Markapur, Markapuram, Andhra Pradesh",Markapuram,Andhra Pradesh,28,Govt.,8074858998,bloodbankmarkapur@gmail.com,3,True,2026-06-06 10:07:36,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
282622,Aapadbandhu Blood Center Guntur,"D.No..12-12-22&23,Ist& 3rd floor,above kasturi surgicals, ol, Guntur, Guntur, Andhra Pradesh",Guntur,Andhra Pradesh,28,Charitable/Vol,9502698123,aapadbandhubbgnt@gmail.com,55,True,2026-06-06 10:06:54,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
284099,Pranadatha Blood Centre,"D.No.13-2-169/A,1st & 2nd Floor, Upstairs Paradise Hotel, Op, Palasa, Srikakulam, Andhra Pradesh",Srikakulam,Andhra Pradesh,28,Private,07207848925,pranadathabloodcentre@gmail.com,11,True,2026-06-06 10:06:41,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
283342,Sri Deepa Voluntary Blood Centre,"D.No.70/43-A and B, First and Second Floor, Brahmin Street,, Rayachoty, Annamayya, Andhra Pradesh",Annamayya,Andhra Pradesh,28,Charitable/Vol,7406899988,srideepabloodcentre@gmail.com,808,True,2026-06-06 10:05:13,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
282624,Palnadu Blood Centre,"16-1-70, 1st Floor, Opp. Mahatma gandhi hospital,, Narasaraopet, Palnadu, Andhra Pradesh",Palnadu,Andhra Pradesh,28,Charitable/Vol,8074115777,palnadubloodbank@gmail.com,1098,True,2026-06-06 10:04:47,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
2843,"Government General Hospital Blood Centre, Guntur","First Floor, OP Block, Station Road, Guntur, Guntur, Andhra Pradesh",Guntur,Andhra Pradesh,28,Govt.,9160497497,bloodbank.ggh.gnt@gmail.com,779,True,2026-06-06 10:03:01,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
2845,Government General Hospital Blood Centre Eluru,"Govt. GENERAL HOSPITAL Ground Floor, RR PET, Eluru, Eluru, Andhra Pradesh",Eluru,Andhra Pradesh,28,Govt.,9052695870,wgbloodbank@gmail.com,235,True,2026-06-06 10:02:36,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
283364,Vizianagaram Rotary Parvati Devi Anchalia Voluntary Blood Centre,"D.NO.5-16-6/16,1st Floor,Rotary community hall,NCS Road,vzm, Vizianagaram, Vizianagaram, Andhra Pradesh",Vizianagaram,Andhra Pradesh,28,Charitable/Vol,9849010503,rotarybloodbankvzm@gmail.com,15,True,2026-06-06 10:02:10,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
281769,Bsu Chc Penugonda,"Penugonda, , PENUGONDA, West Godavari, Andhra Pradesh",West Godavari,Andhra Pradesh,28,Govt.,,,2,True,2026-06-06 10:01:50,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
2808,Area Hospital Blood Centre Kavali,"Kavali, S.P.S.R, Nellore, Sri Potti Sriramulu Nellore, Andhra Pradesh",Sri Potti Sriramulu Nellore,Andhra Pradesh,28,Govt.,8328360573,areahospitalbloodcentrekavali@gmail.com,7,True,2026-06-06 10:01:08,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
281502,Bsu Chc Pattikonda,"Pathikonda, , PATTIKONDA, Kurnool, Andhra Pradesh",Kurnool,Andhra Pradesh,28,Govt.,,,2,True,2026-06-06 10:00:58,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
284557,Vande Bharat Blood Centre Visakhapatnam,"Opposite life style, Chinagantyagada, Old gajuwaka, Visakhapatnam, Gajuwaka, Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,28,Private,6262172737,vbbcgajuwaka2024@gmail.com,101,True,2026-06-06 10:00:10,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
284227,Visakha Blood Centre,"Chamber 2 & 3 Door No 17-1-15/1, Ground, RR Towers, opp. KGH, Visakhapatnam, Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,28,Private,9492021652,visakhabloodcentre@gmail.com,201,True,2026-06-06 09:59:52,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
283394,Satya Surya Voluntary Blood Center,"D.No 46-1-3, Nandam Ganiraju Junction, TTD, Road, Danavaipeta, Rajamahendravaram, Rajamahendravaram, East Godavari, Andhra Pradesh",East Godavari,Andhra Pradesh,28,Charitable/Vol,8500960088,satyasuryabloodbankrjy@gmail.com,51,True,2026-06-06 09:59:34,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
2867,Indian Red Cross Society Blood Centre Nellore,"IRCS Blood Bank, Near Vegetable market, Madras Bus Stand, Nellore, Sri Potti Sriramulu Nellore, Andhra Pradesh",Sri Potti Sriramulu Nellore,Andhra Pradesh,28,Red Cross ,9490097269,redcrossbloodbanknellore@gmail.com,43,True,2026-06-06 09:59:04,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
284687,Bsu Chc Venkatachalam,"Venkatachalam, , Venkatachalam, Sri Potti Sriramulu Nellore, Andhra Pradesh",Sri Potti Sriramulu Nellore,Andhra Pradesh,28,Govt.,,,2,True,2026-06-06 09:58:57,2026-06-06T07:53:07.067822+00:00,2026-06-06T07:53:07.067822+00:00
